shot,time,time_until_disrupt,n_e,ip,li,Wmhd,kappa
1150915012,0.05999999865889549,1.5423001050949097,2.954815312392679e+19,354855.886238545,1.31906950473785,-11325.1298828125,1.12116372585297
1120919016,0.05999999865889549,1.6547000408172607,5.65566439251698e+19,181033.4375,2.4558804035186768,217.4333648681641,1.333703637123108
1150717005,0.05999999865889549,,4.452825437995831e+19,-290723.1756206,2.0476450920105,-14418.11328125,1.10181140899658
1150812008,0.05999999865889549,1.5605000257492065,3.2019119558885745e+19,-337800.900103375,1.29316008090973,-13833.3935546875,1.13681674003601
1160803023,0.05999999865889549,0.9009000062942505,3.081755170795684e+19,381144.3125,0.917788326740265,-3974.789794921875,1.1514452695846558
1140723018,0.05999999865889549,,3.3034857642855498e+19,-368498.03125,1.4841980934143066,-19647.677734375,1.1182963848114014
1150903001,0.05999999865889549,,4.016016372785522e+19,-352597.44289052,1.65804779529572,-18602.263671875,1.09919488430023
1050526014,0.05999999865889549,1.6953001022338867,2.8037619076055433e+19,-311313.21875,1.1703070402145386,-3686.8408203125,1.2338764667510986
1150717018,0.05999999865889549,,4.31548585791421e+19,-359119.130732775,1.7839423418045,-18824.970703125,1.09694981575012
1051201024,0.05999999865889549,0.8251000046730042,3.453464208067684e+19,-298778.375,1.3118771314620972,-3481.8037109375,1.1739708185195923
1160420033,0.05999999865889549,,2.571600027400641e+19,-215405.53125,2.3506743907928467,-6600.50146484375,1.181735277175903
1160706031,0.05999999865889549,,2.8808033679498543e+19,-318298.46875,1.3402948379516602,-9876.1796875,1.151970148086548
1160805019,0.05999999865889549,,3.258096604877003e+19,359189.0625,1.9450384378433228,-24904.91015625,1.1177928447723389
1150804003,0.05999999865889549,,3.4516291218995814e+19,-352226.978114872,1.56163954734802,-17472.263671875,1.12017023563385
1160405026,0.05999999865889549,1.6777000427246094,2.67102116731903e+19,-306928.9375,1.9407377243041992,-16588.33984375,1.10701584815979
1120118030,0.05999999865889549,1.0007001161575317,6.431618775345476e+19,-158728.546875,2.939445734024048,665.4686279296875,1.306822657585144
1140228026,0.05999999865889549,1.484100103378296,4.1876699144872e+19,327064.0,1.5933178663253784,-11882.953125,1.1413817405700684
1120523017,0.05999999865889549,,2.7484861595423605e+19,-326398.25,1.4079135656356812,-11859.19140625,1.190551996231079
1160831012,0.05999999865889549,,2.8166844677667946e+19,371116.0,1.2837306261062622,-11150.6328125,1.1475225687026978
1120802007,0.05999999865889549,0.9451000094413757,3.4820767991572988e+19,-346804.375,1.4130244255065918,-13263.85546875,1.144993782043457
1120615018,0.05999999865889549,0.6794999837875366,3.6488403874490614e+19,-316758.0625,1.6183526515960693,-10587.62109375,1.153341293334961
1050329005,0.05999999865889549,,2.7323171813489377e+19,-331084.75,1.565477967262268,-10450.7392578125,1.1183174848556519
1120629010,0.05999999865889549,1.6937000751495361,3.0556250570592616e+19,-329596.90625,1.9604971408843994,-17781.94921875,1.1162285804748535
1050608012,0.05999999865889549,,2.3375841506889826e+19,-305541.34375,1.7219003438949585,-12199.68359375,1.1337201595306396
1140805023,0.05999999865889549,,3.2853464612551524e+19,-260201.9375,1.6504011154174805,-7356.0390625,1.041325926780701
1120125011,0.05999999865889549,1.75190007686615,3.747011602548995e+19,-320006.0625,1.6798431873321533,-14929.390625,1.1159543991088867
1160630025,0.05999999865889549,,4.30237404612935e+19,-268969.5625,2.1090121269226074,-11761.4033203125,1.115896224975586
1120906020,0.05999999865889549,1.3451000452041626,3.7254259902724964e+19,289680.28125,1.6825289726257324,-9496.875,1.1909773349761963
1120501019,0.05999999865889549,1.6725000143051147,2.7000482742923166e+19,-312521.4375,1.9399784803390503,-15838.3720703125,1.1076469421386719
1050519011,0.05999999865889549,0.383899986743927,2.7724267058232295e+19,-314809.4375,1.9833507537841797,-16424.794921875,1.1202760934829712
1050803007,0.05999999865889549,,3.38298067487608e+19,-305988.8125,1.3970961570739746,-7161.583984375,1.1666184663772583
1051201017,0.05999999865889549,,3.291644243956728e+19,-322257.96875,1.4880977869033813,-9992.3359375,1.1516536474227905
1120919016,0.07999999821186066,1.6346999406814575,7.1387921087868174e+19,250753.015625,2.235215187072754,4289.2578125,1.5515378713607788
1120615018,0.07999999821186066,0.659500002861023,4.802430175223271e+19,-436064.25,1.2049185037612915,-10965.466796875,1.2253416776657104
1050526014,0.07999999821186066,1.6753000020980835,3.6758775982783988e+19,-429683.96875,0.9271202683448792,2011.888427734375,1.2945845127105713
1120125011,0.07999999821186066,1.7318999767303467,4.881109907892968e+19,-441043.75,1.1605913639068604,-8161.88818359375,1.2059184312820435
1051201024,0.07999999821186066,0.8051000237464905,4.782182008890799e+19,-430615.3125,0.9606414437294006,1229.6142578125,1.2360293865203857
1120501019,0.07999999821186066,1.6524999141693115,3.877550900654375e+19,-415074.5,1.2562249898910522,-6449.77880859375,1.1900845766067505
1050608012,0.07999999821186066,,3.4535207229653516e+19,-412794.5625,1.1326494216918945,-2754.491455078125,1.2636910676956177
1051201017,0.07999999821186066,,4.341046508906139e+19,-452843.375,0.9812821745872498,-1193.2685546875,1.2239857912063599
1140723018,0.07999999821186066,,4.3017618380550046e+19,-486396.09375,1.295891523361206,-20235.970703125,1.1513197422027588
1160805019,0.07999999821186066,,4.179531769223053e+19,475530.75,1.2417267560958862,-20763.837890625,1.2023689746856687
1050329005,0.07999999821186066,,4.110198764998754e+19,-438190.5625,1.2904986143112183,-9206.5126953125,1.1970587968826294
1160831012,0.07999999821186066,,4.24065713904833e+19,479016.625,1.0900212526321411,-9090.078125,1.242680907249451
1120802007,0.07999999821186066,0.9251000285148621,4.601708170307646e+19,-467372.25,1.1880459785461426,-15337.0302734375,1.2008949518203735
1160630025,0.07999999821186066,,5.968175503847195e+19,-376963.78125,1.3536365032196045,-7836.8173828125,1.2412604093551636
1120523017,0.07999999821186066,,3.93902019771682e+19,-429737.25,1.1888604164123535,-11166.826171875,1.2427624464035034
1050803007,0.07999999821186066,,4.605268828763036e+19,-435940.75,0.9882014393806458,-1995.6798095703125,1.2290689945220947
1120118030,0.07999999821186066,0.9807000756263733,8.728939250029953e+19,-216822.6875,2.7644875049591064,1208.844970703125,1.4302629232406616
1160803023,0.07999999821186066,0.8809000253677368,4.061806179627775e+19,500218.1875,0.7365909814834595,2989.983154296875,1.2777405977249146
1150804003,0.07999999821186066,,4.763346012668332e+19,-472944.311936475,1.23323881626129,-17182.900390625,1.16651654243469
1160420033,0.07999999821186066,,3.6416084596685275e+19,-331309.1875,1.7648029327392578,-10725.3603515625,1.2565447092056274
1160706031,0.07999999821186066,,4.780636535346797e+19,-429561.8125,1.024152755737305,467.4981689453125,1.2000365257263184
1140805023,0.07999999821186066,,4.370397751907294e+19,-291360.625,1.4983590841293335,-4863.73974609375,1.080304741859436
1150812008,0.07999999821186066,1.5404999256134033,4.279139979749048e+19,-455388.874585507,1.07078170776367,-4285.70654296875,1.19597566127777
1050519011,0.07999999821186066,0.36390000581741333,4.106589728031742e+19,-424888.0625,1.189950704574585,-4720.20654296875,1.2263902425765991
1140228026,0.07999999821186066,1.4641000032424927,5.604864756290473e+19,427265.5,1.2634718418121338,-5974.044921875,1.2233986854553225
1150717005,0.07999999821186066,,6.030315220956191e+19,-401261.390366524,1.73556315898895,-17432.537109375,1.1491607427597
1150717018,0.07999999821186066,,5.970734370358491e+19,-479833.390569113,1.45242953300476,-20016.27734375,1.1436402797699
1120906020,0.07999999821186066,1.3250999450683594,5.37539184172246e+19,397868.84375,1.2475546598434448,-3686.28564453125,1.2872041463851929
1150915012,0.07999999821186066,1.5223000049591064,4.2410013809765966e+19,466483.944641859,1.02165806293488,-1505.0927734375,1.23013067245483
1120629010,0.07999999821186066,1.673699975013733,4.726241935902114e+19,-440762.375,1.2581923007965088,-7512.68896484375,1.1923022270202637
1160405026,0.07999999821186066,1.6576999425888062,3.926870154425244e+19,-407014.375,1.3047249317169187,-7057.013671875,1.1937737464904783
1150903001,0.07999999821186066,,5.182231262129534e+19,-472219.773332712,1.31239426136017,-19235.8046875,1.14752089977264
1140723018,0.09999999403953552,,5.162053160780431e+19,-576897.25,1.1703572273254397,-13157.2451171875,1.1694009304046633
1160805019,0.09999999403953552,,5.128692218775103e+19,577445.375,1.122735857963562,-12350.384765625,1.2506518363952637
1160706031,0.09999999403953552,,6.210292362329981e+19,-534653.5,0.9637281894683838,3810.393798828125,1.2436627149581907
1150717005,0.09999999403953552,,7.283975542864893e+19,-507417.593535799,1.20608079433441,-3812.802001953125,1.19370472431183
1150804003,0.09999999403953552,,5.712795654879795e+19,-572373.023180226,1.05564212799072,-6290.341796875,1.20315301418304
1150717018,0.09999999403953552,,7.0579133324697985e+19,-586456.210680226,1.04571080207825,-3912.31787109375,1.18701505661011
1120523017,0.09999999403953552,,4.922525432278732e+19,-511311.6875,1.0643796920776367,-2244.970947265625,1.2911230325698853
1150903001,0.09999999403953552,,6.538690540515846e+19,-565225.101242363,1.24085998535156,-17929.857421875,1.16113817691803
1050329005,0.09999999403953552,,5.788382922668612e+19,-522113.625,1.2787466049194336,-7061.36328125,1.205788016319275
1140805023,0.09999999403953552,,5.828159734924339e+19,-341299.625,1.325065016746521,-2888.39453125,1.2639837265014648
1050608012,0.09999999403953552,,4.339878827557441e+19,-485287.0,1.1013188362121582,-1083.0389404296875,1.2604501247406006
1160420033,0.09999999403953552,,4.557188504694345e+19,-438682.96875,1.435679912567139,-9628.205078125,1.2649816274642944
1160630025,0.09999999403953552,,7.400007044439422e+19,-485973.0,1.1258063316345217,-6327.2646484375,1.2653156518936155
1050803007,0.09999999403953552,,5.7341545693820486e+19,-539905.0,0.9583550691604614,-1997.41796875,1.2435535192489624
1160831012,0.09999999403953552,,5.696403937153987e+19,580817.625,1.0117416381835938,-8465.0029296875,1.2582881450653076
1051201017,0.09999999403953552,,5.354965554506288e+19,-554145.75,0.9096459150314331,107.86426544189453,1.2592413425445557
1120919016,0.10000000149011612,1.6146999597549438,6.8943741923694215e+19,351658.71875,1.7063298225402832,3963.834228515625,1.4967267513275146
1120615018,0.10000000149011612,0.6394999623298645,5.8426477797412176e+19,-534075.625,1.063833236694336,-2884.44921875,1.2567094564437866
1050526014,0.10000000149011612,1.6553000211715698,4.587881151881386e+19,-515805.28125,0.9999797344207764,577.1067504882812,1.2742557525634766
1120125011,0.10000000149011612,1.711899995803833,5.828942587203315e+19,-550639.375,1.0069749355316162,-5894.8564453125,1.2384033203125
1051201024,0.10000000149011612,0.785099983215332,5.653757839354416e+19,-532854.25,0.9164963364601135,-132.23605346679688,1.2643671035766602
1120501019,0.10000000149011612,1.6324999332427979,5.09606619034178e+19,-498683.375,1.1648403406143188,-2966.685546875,1.2057894468307495
1120802007,0.10000000149011612,0.9050999879837036,5.507689478822979e+19,-568525.375,1.02997624874115,-7542.29443359375,1.216227412223816
1050519011,0.10000000149011612,0.34389999508857727,4.960327521650973e+19,-501914.9375,1.1554148197174072,-1830.8763427734375,1.2072094678878784
1120118030,0.10000000149011612,0.9607000350952148,1.0703988468566773e+20,-273821.71875,2.276165008544922,4964.66650390625,1.4105788469314575
1160803023,0.10000000149011612,0.8608999848365784,5.1308771682818195e+19,606815.125,0.7758020162582396,2221.7958984375,1.277993083000183
1150812008,0.10000000149011612,1.5204999446868896,5.072258526389786e+19,-553089.125,1.00769281387329,-4335.599609375,1.23216772079468
1160405026,0.10000000149011612,1.6376999616622925,5.322689170770598e+19,-495805.8125,1.170886754989624,-3500.623291015625,1.2386386394500732
1140228026,0.10000000149011612,1.444100022315979,7.140355174516864e+19,522298.0,1.1547296047210691,-3933.467041015625,1.2651721239089966
1120629010,0.10000000149011612,1.6536999940872192,5.6729126513242276e+19,-532204.0,1.1430351734161377,-4388.32275390625,1.2286204099655151
1150915012,0.10000000149011612,1.5023000240325928,5.265386043814957e+19,559793.135777548,0.982552170753479,-665.0291137695312,1.25841856002808
1120906020,0.10000000149011612,1.3050999641418457,6.648229602891766e+19,497139.0625,1.108266830444336,-2396.33154296875,1.3002078533172607
1120919016,0.11999999731779099,1.5946999788284302,7.15481859027328e+19,469190.0625,1.393224835395813,601.7144165039062,1.355979323387146
1160803023,0.11999999731779099,0.8409000039100647,6.200893736935752e+19,672297.25,0.8941005468368529,-2112.49267578125,1.2793163061141968
1050526014,0.11999999731779099,1.6353000402450562,5.763855896885487e+19,-589715.875,1.0149239301681519,4072.43212890625,1.273289442062378
1120125011,0.11999999731779099,1.6919000148773193,7.074277604320084e+19,-624374.125,1.0953282117843628,-9249.6162109375,1.2397263050079346
